trip_id,vehicle_id,attempt_number,draw_number,parking_index,success,is_planned_cell
148,14,3,1,88,False,False
148,14,3,2,84,False,False
148,14,3,3,81,True,True
149,14,1,1,59,True,True
150,15,1,1,68,True,True
151,15,1,1,74,True,True
152,15,1,1,85,True,True
153,15,1,1,78,True,False
154,15,1,1,97,True,True
155,15,1,1,110,False,True
155,15,2,1,110,False,True
155,15,3,1,110,False,True
155,15,4,1,110,False,True
155,15,5,1,110,True,True
156,15,1,1,68,True,False
157,15,1,1,77,True,True
158,15,1,1,86,False,True
158,15,2,1,86,False,True
158,15,3,1,86,True,True
159,15,1,1,60,False,True
159,15,2,1,60,True,True
160,16,1,1,108,False,True
160,16,2,1,118,True,True
161,16,1,1,147,False,False
161,16,1,2,154,True,True
162,16,1,1,57,False,True
162,16,2,1,57,False,True
162,16,3,1,64,False,True
162,16,4,1,71,False,True
162,16,5,1,71,False,True
162,16,6,1,71,True,True
163,16,1,1,134,True,True
164,16,1,1,15,False,True
164,16,2,1,7,False,True
164,16,3,1,7,True,True
165,16,1,1,23,True,True
166,16,1,1,127,False,True
166,16,2,1,127,False,True
166,16,3,1,127,False,True
166,16,4,1,118,True,True
167,16,1,1,11,False,True
167,16,2,1,11,False,True
167,16,3,1,11,False,True
167,16,4,1,11,False,True
167,16,5,1,2,False,True
167,16,6,1,2,False,True
167,16,7,1,11,True,True
168,16,1,1,5,True,True
169,16,1,1,89,True,False
170,17,1,1,72,True,True
171,17,1,1,67,True,True
172,17,1,1,31,False,False
172,17,1,2,26,False,True
172,17,2,1,25,False,True
172,17,3,1,44,True,True
173,17,1,1,133,False,True
173,17,2,1,134,False,True
173,17,3,1,133,True,True
174,17,1,1,31,False,True
174,17,2,1,31,False,True
174,17,3,1,31,False,True
174,17,4,1,31,True,True
175,17,1,1,86,False,True
175,17,2,1,77,True,True
176,17,1,1,151,False,True
176,17,2,1,151,True,True
177,17,1,1,76,False,True
177,17,2,1,77,True,True
178,17,1,1,100,False,False
178,17,1,2,116,False,True
178,17,2,1,116,True,True
179,17,1,1,121,False,False
179,17,1,2,122,False,True
179,17,2,1,122,False,True
179,17,3,1,104,False,True
179,17,4,1,104,True,True
180,18,1,1,73,False,True
180,18,2,1,102,False,True
180,18,3,1,103,False,False
180,18,3,2,122,True,True
181,18,1,1,90,False,True
181,18,2,1,90,True,True
182,18,1,1,104,False,False
182,18,1,2,105,True,True
183,18,1,1,71,True,True
184,18,1,1,64,False,False
184,18,1,2,57,False,False
184,18,1,3,58,True,True
185,18,1,1,121,True,False
186,18,1,1,70,True,False
187,18,1,1,63,False,False
187,18,1,2,54,False,True
187,18,2,1,54,True,True
188,18,1,1,28,False,False
188,18,1,2,22,True,False
189,18,1,1,16,True,True
190,19,1,1,95,True,True
191,19,1,1,57,False,True
191,19,2,1,57,False,True
191,19,3,1,57,False,True
191,19,4,1,44,False,True
191,19,5,1,57,True,True
