trip_id,vehicle_id,start_parking_O,destination_I,ending_parking_E,success_attempt_number
1150,115,65,178,14,3
1151,115,14,649,143,1
1152,115,143,164,34,3
1153,115,34,110,39,1
1154,115,39,196,23,2
1155,115,23,86,40,3
1156,115,40,362,66,1
1157,115,66,318,67,1
1158,115,67,316,61,2
1159,115,61,185,45,1
1160,116,94,120,16,1
1161,116,16,106,20,4
1162,116,20,534,121,2
1163,116,121,460,97,2
1164,116,97,256,41,1
1165,116,41,245,48,3
1166,116,48,468,92,1
1167,116,92,371,87,1
1168,116,87,434,85,1
1169,116,85,471,94,2
1170,117,95,402,89,1
1171,117,89,488,98,4
1172,117,98,177,38,2
1173,117,38,141,27,1
1174,117,27,484,97,4
1175,117,97,415,82,1
1176,117,82,389,82,1
1177,117,82,737,154,5
1178,117,154,431,90,8
1179,117,90,512,105,1
1180,118,102,571,118,1
1181,118,118,557,129,4
1182,118,129,66,15,4
1183,118,15,232,41,1
1184,118,41,727,151,1
1185,118,151,414,82,1
1186,118,82,654,147,1
1187,118,147,330,72,1
1188,118,72,85,11,1
1189,118,11,283,72,3
1190,119,53,169,43,1
1191,119,43,410,77,1
1192,119,77,56,25,1
1193,119,25,203,44,1
1194,119,44,20,12,2
1195,119,12,361,73,2
1196,119,73,173,23,1
1197,119,23,339,69,1
1198,119,69,596,119,2
1199,119,119,448,88,4
1200,120,45,228,44,1
1201,120,44,177,39,1
1202,120,39,252,63,1
1203,120,63,262,50,1
1204,120,50,595,117,2
1205,120,117,101,29,1
1206,120,29,42,7,2
1207,120,7,546,115,1
1208,120,115,510,86,3
1209,120,86,290,60,1
1210,121,63,635,144,1
1211,121,144,406,76,1
1212,121,76,695,153,2
1213,121,153,720,153,2
1214,121,153,272,55,1
1215,121,55,538,134,1
1216,121,134,465,86,2
1217,121,86,653,122,2
1218,121,122,628,133,2
1219,121,133,207,39,1
1220,122,68,661,140,4
1221,122,140,655,137,1
1222,122,137,736,154,1
1223,122,154,367,80,1
1224,122,80,307,40,1
1225,122,40,312,67,1
1226,122,67,439,91,1
1227,122,91,579,105,1
1228,122,105,381,76,1
1229,122,76,444,88,2
1230,123,103,316,61,1
1231,123,61,743,140,1
1232,123,140,669,150,3
1233,123,150,423,80,4
1234,123,80,346,74,1
1235,123,74,37,3,2
1236,123,3,165,34,5
1237,123,34,179,64,1
1238,123,64,666,145,4
1239,123,145,308,72,4
1240,124,7,357,72,1
1241,124,72,486,120,2
1242,124,120,268,61,2
1243,124,61,276,56,1
1244,124,56,443,78,1
1245,124,78,642,145,1
1246,124,145,530,108,1
1247,124,108,84,57,1
1248,124,57,356,77,1
1249,124,77,702,147,2
1250,125,149,566,107,1
1251,125,107,600,120,2
1252,125,120,651,146,2
1253,125,146,351,70,2
1254,125,70,556,123,10
1255,125,123,186,51,1
1256,125,51,403,90,2
1257,125,90,620,118,1
1258,125,118,612,131,1
1259,125,131,289,67,1
1260,126,85,159,39,1
1261,126,39,178,44,2
1262,126,44,268,81,1
1263,126,81,533,121,1
1264,126,121,455,89,5
1265,126,89,44,16,1
1266,126,16,44,17,3
1267,126,17,112,32,1
1268,126,32,262,51,2
1269,126,51,621,103,1
1270,127,91,106,10,3
1271,127,10,347,70,1
1272,127,70,459,89,1
1273,127,89,43,16,1
1274,127,16,260,66,1
1275,127,66,533,111,1
1276,127,111,199,56,1
1277,127,56,425,96,1
1278,127,96,510,120,1
1279,127,120,291,69,1
1280,128,105,325,74,1
1281,128,74,55,10,1
1282,128,10,615,138,1
1283,128,138,705,146,1
1284,128,146,239,55,1
1285,128,55,730,152,1
1286,128,152,106,26,1
1287,128,26,416,78,1
1288,128,78,195,53,1
1289,128,53,384,77,1
1290,129,60,412,73,2
1291,129,73,477,116,4
1292,129,116,521,114,3
1293,129,114,50,6,1
1294,129,6,212,33,1
1295,129,33,656,134,1
1296,129,134,573,127,5
1297,129,127,174,23,3
1298,129,23,216,43,1
1299,129,43,530,110,2
1300,130,57,626,128,3
1301,130,128,674,86,5
1302,130,86,477,100,1
1303,130,100,396,81,4
1304,130,81,519,113,2
1305,130,113,295,81,3
1306,130,81,738,125,1
1307,130,125,266,60,2
1308,130,60,590,145,2
1309,130,145,159,26,1
1310,131,59,180,41,1
1311,131,41,340,61,2
1312,131,61,674,151,2
1313,131,151,158,31,1
1314,131,31,309,59,1
1315,131,59,382,77,1
1316,131,77,36,7,2
1317,131,7,484,103,1
1318,131,103,707,147,2
1319,131,147,547,115,1
1320,132,7,713,141,3
1321,132,141,463,86,4
1322,132,86,289,67,1
1323,132,67,437,73,1
1324,132,73,644,132,1
1325,132,132,740,144,1
1326,132,144,617,118,1
1327,132,118,726,151,1
1328,132,151,157,44,1
1329,132,44,661,144,1
1330,133,26,429,89,1
1331,133,89,548,116,4
1332,133,116,327,65,1
1333,133,65,337,68,2
1334,133,68,564,115,1
1335,133,115,372,95,1
1336,133,95,337,68,1
1337,133,68,280,71,5
1338,133,71,627,139,1
1339,133,139,260,50,2
1340,134,68,502,99,6
1341,134,99,406,76,5
1342,134,76,6,32,3
1343,134,32,657,134,1
1344,134,134,159,39,4
1345,134,39,531,108,1
1346,134,108,624,146,3
1347,134,146,379,76,1
1348,134,76,35,3,2
1349,134,3,197,54,2
1350,135,88,83,39,1
1351,135,39,88,32,1
1352,135,32,89,32,2
1353,135,32,287,59,1
1354,135,59,310,50,1
1355,135,50,627,111,1
1356,135,111,413,111,3
1357,135,111,386,73,1
1358,135,73,649,143,3
1359,135,143,465,102,2
1360,136,132,393,69,1
1361,136,69,705,147,1
1362,136,147,202,44,1
1363,136,44,342,80,1
1364,136,80,209,33,2
1365,136,33,222,54,4
1366,136,54,129,29,1
1367,136,29,324,62,1
1368,136,62,260,59,4
1369,136,59,373,75,1
1370,137,66,198,29,1
1371,137,29,651,139,2
1372,137,139,547,131,1
1373,137,131,146,46,1
1374,137,46,250,64,4
1375,137,64,72,22,1
1376,137,22,596,132,1
1377,137,132,397,80,1
1378,137,80,650,120,2
1379,137,120,507,109,1
1380,138,52,534,121,1
1381,138,121,484,97,5
1382,138,97,261,59,2
1383,138,59,212,45,1
1384,138,45,490,104,1
1385,138,104,695,150,6
1386,138,150,411,77,1
1387,138,77,183,33,1
1388,138,33,93,15,1
1389,138,15,26,6,3
1390,139,149,610,137,4
1391,139,137,4,14,2
1392,139,14,3,1,3
1393,139,1,555,121,1
1394,139,121,259,59,1
1395,139,59,649,143,4
1396,139,143,585,136,1
1397,139,136,449,88,5
1398,139,88,245,48,1
1399,139,48,407,85,1
1400,140,139,621,143,1
1401,140,143,62,27,1
1402,140,27,198,38,6
1403,140,38,604,133,1
1404,140,133,287,50,2
1405,140,50,577,109,3
1406,140,109,580,105,3
1407,140,105,123,22,5
1408,140,22,386,78,2
1409,140,78,35,40,1
1410,141,45,731,152,1
1411,141,152,205,44,1
1412,141,44,324,70,1
1413,141,70,68,16,2
1414,141,16,446,81,3
1415,141,81,717,145,1
1416,141,145,652,146,1
1417,141,146,79,1,4
1418,141,1,331,73,5
1419,141,73,338,68,1
1420,142,77,544,130,1
1421,142,130,159,44,1
1422,142,44,628,133,1
1423,142,133,180,40,1
1424,142,40,291,61,2
1425,142,61,1,10,1
1426,142,10,362,78,2
1427,142,78,358,73,1
1428,142,73,665,138,2
1429,142,138,581,123,3
1430,143,14,733,152,2
1431,143,152,478,89,1
1432,143,89,447,75,1
1433,143,75,566,126,3
1434,143,126,382,76,1
1435,143,76,132,26,2
1436,143,26,202,44,1
1437,143,44,653,147,2
1438,143,147,412,59,1
1439,143,59,101,13,2
1440,144,64,714,140,1
1441,144,140,572,102,2
1442,144,102,487,86,2
1443,144,86,397,87,2
1444,144,87,174,23,2
1445,144,23,553,103,3
1446,144,103,19,52,1
1447,144,52,165,34,1
1448,144,34,548,108,3
1449,144,108,4,2,2
1450,145,74,703,146,1
1451,145,146,163,27,5
1452,145,27,4,14,1
1453,145,14,173,0,1
1454,145,0,737,148,2
1455,145,148,256,77,1
1456,145,77,339,69,1
1457,145,69,311,69,1
1458,145,69,304,68,1
1459,145,68,453,90,2
1460,146,106,176,24,2
1461,146,24,50,10,1
1462,146,10,555,122,2
1463,146,122,359,97,4
1464,146,97,330,77,1
1465,146,77,334,67,1
1466,146,67,175,38,1
1467,146,38,59,11,1
1468,146,11,51,10,2
1469,146,10,282,58,2
1470,147,150,286,59,1
1471,147,59,479,132,2
1472,147,132,483,109,1
1473,147,109,189,34,4
1474,147,34,139,45,2
1475,147,45,380,76,1
1476,147,76,235,59,3
1477,147,59,88,39,1
1478,147,39,646,126,1
1479,147,126,575,119,2
1480,148,108,438,103,1
1481,148,103,125,28,1
1482,148,28,259,59,3
1483,148,59,435,85,2
1484,148,85,521,130,2
1485,148,130,41,5,2
1486,148,5,396,80,2
1487,148,80,311,67,1
1488,148,67,564,115,1
1489,148,115,384,77,1
1490,149,99,459,109,1
1491,149,109,413,73,2
1492,149,73,232,41,1
1493,149,41,702,151,4
1494,149,151,352,63,2
1495,149,63,371,83,1
1496,149,83,513,105,1
1497,149,105,412,85,1
1498,149,85,244,55,2
1499,149,55,59,2,3
1500,150,132,393,87,3
1501,150,87,726,151,1
1502,150,151,17,8,1
1503,150,8,250,63,1
1504,150,63,375,70,1
1505,150,70,531,109,1
1506,150,109,45,8,3
1507,150,8,515,123,1
1508,150,123,306,58,1
1509,150,58,348,62,3
1510,151,73,447,87,2
1511,151,87,743,149,3
1512,151,149,199,38,1
1513,151,38,548,126,1
1514,151,126,528,118,5
1515,151,118,39,3,2
1516,151,3,293,61,1
1517,151,61,381,74,2
1518,151,74,150,36,1
1519,151,36,266,52,1
1520,152,75,132,25,1
1521,152,25,71,28,2
1522,152,28,362,104,1
1523,152,104,539,105,1
1524,152,105,365,68,5
1525,152,68,193,22,5
1526,152,22,442,87,1
1527,152,87,493,91,1
1528,152,91,41,7,2
1529,152,7,493,87,1
1530,153,144,156,31,1
1531,153,31,306,72,1
1532,153,72,33,1,3
1533,153,1,123,22,3
1534,153,22,241,61,1
1535,153,61,267,46,2
1536,153,46,173,107,2
1537,153,107,332,73,1
1538,153,73,514,104,1
1539,153,104,79,13,3
1540,154,80,448,78,1
1541,154,78,410,82,1
1542,154,82,139,33,2
1543,154,33,592,126,3
1544,154,126,480,118,1
1545,154,118,718,153,1
1546,154,153,281,57,2
1547,154,57,143,16,1
1548,154,16,111,32,1
1549,154,32,543,114,1
1550,155,80,181,38,2
1551,155,38,491,105,2
1552,155,105,156,30,1
1553,155,30,175,38,1
1554,155,38,76,9,3
1555,155,9,161,41,3
1556,155,41,334,82,4
1557,155,82,421,92,1
1558,155,92,100,23,1
1559,155,23,308,59,3
1560,156,15,17,8,1
1561,156,8,533,119,1
1562,156,119,472,95,2
1563,156,95,86,11,2
1564,156,11,251,56,1
1565,156,56,410,77,3
1566,156,77,321,62,1
1567,156,62,226,63,1
1568,156,63,604,129,1
1569,156,129,185,45,1
1570,157,139,251,64,1
1571,157,64,56,11,1
1572,157,11,259,59,1
1573,157,59,399,64,1
1574,157,64,145,28,2
1575,157,28,330,59,1
1576,157,59,491,123,1
1577,157,123,739,135,1
1578,157,135,389,66,1
1579,157,66,524,107,4
1580,158,115,248,62,2
1581,158,62,476,107,7
1582,158,107,316,69,1
1583,158,69,440,111,4
1584,158,111,61,11,2
1585,158,11,445,84,3
1586,158,84,257,40,1
1587,158,40,633,112,1
1588,158,112,6,11,1
1589,158,11,167,34,1
1590,159,58,200,54,1
1591,159,54,677,119,2
1592,159,119,266,60,1
1593,159,60,40,4,2
1594,159,4,97,22,1
1595,159,22,194,36,1
1596,159,36,465,33,1
1597,159,33,228,58,1
1598,159,58,260,68,1
1599,159,68,169,48,1
1600,160,147,471,113,1
1601,160,113,370,94,1
1602,160,94,396,95,1
1603,160,95,63,3,1
1604,160,3,312,67,1
1605,160,67,528,117,10
1606,160,117,726,151,1
1607,160,151,356,77,5
1608,160,77,649,143,5
1609,160,143,653,147,3
1610,161,115,627,129,1
1611,161,129,213,60,1
1612,161,60,89,32,1
1613,161,32,483,85,1
1614,161,85,672,118,3
1615,161,118,285,59,1
1616,161,59,135,2,1
1617,161,2,19,8,1
1618,161,8,435,72,2
1619,161,72,312,60,4
1620,162,113,208,41,1
1621,162,41,459,85,1
1622,162,85,68,5,2
1623,162,5,29,14,2
1624,162,14,30,2,2
1625,162,2,277,62,2
1626,162,62,14,4,1
1627,162,4,325,74,2
1628,162,74,268,60,1
1629,162,60,381,76,1
1630,163,138,183,41,1
1631,163,41,270,47,3
1632,163,47,646,138,1
1633,163,138,260,59,1
1634,163,59,390,67,2
1635,163,67,351,70,1
1636,163,70,453,89,2
1637,163,89,521,114,3
1638,163,114,610,130,1
1639,163,130,88,3,1
1640,164,33,326,71,1
1641,164,71,362,66,1
1642,164,66,324,70,2
1643,164,70,618,151,2
1644,164,151,653,110,2
1645,164,110,171,36,1
1646,164,36,500,94,1
1647,164,94,117,16,1
1648,164,16,686,144,3
1649,164,144,471,94,1
1650,165,130,272,81,1
1651,165,81,406,74,1
1652,165,74,629,139,1
1653,165,139,352,71,2
1654,165,71,188,60,3
1655,165,60,423,92,1
1656,165,92,580,124,1
1657,165,124,459,85,2
1658,165,85,223,38,1
1659,165,38,173,37,1
1660,166,59,459,101,2
1661,166,101,310,58,8
1662,166,58,121,17,4
1663,166,17,53,13,3
1664,166,13,469,92,5
1665,166,92,423,114,2
1666,166,114,312,78,2
1667,166,78,160,41,1
1668,166,41,268,34,3
1669,166,34,319,48,1
1670,167,57,515,106,1
1671,167,106,592,138,3
1672,167,138,358,73,1
1673,167,73,95,8,1
1674,167,8,147,36,1
1675,167,36,469,91,3
1676,167,91,262,45,1
1677,167,45,557,123,2
1678,167,123,133,31,2
1679,167,31,675,143,2
1680,168,71,688,137,1
1681,168,137,131,25,1
1682,168,25,703,146,1
1683,168,146,491,67,2
1684,168,67,125,22,3
1685,168,22,673,151,5
1686,168,151,487,97,2
1687,168,97,451,99,5
1688,168,99,192,36,2
1689,168,36,198,37,2
1690,169,138,314,81,1
1691,169,81,12,16,1
1692,169,16,639,145,5
1693,169,145,477,96,1
1694,169,96,169,53,1
1695,169,53,532,97,1
1696,169,97,538,123,5
1697,169,123,222,49,1
1698,169,49,447,87,1
1699,169,87,201,38,1
1700,170,37,209,44,1
1701,170,44,743,141,1
1702,170,141,350,62,1
1703,170,62,622,143,2
1704,170,143,41,7,1
1705,170,7,494,91,6
1706,170,91,222,37,1
1707,170,37,307,72,1
1708,170,72,310,67,1
1709,170,67,399,70,1
1710,171,39,182,73,2
1711,171,73,303,65,1
1712,171,65,681,146,2
1713,171,146,307,73,1
1714,171,73,685,144,3
1715,171,144,363,82,1
1716,171,82,203,44,1
1717,171,44,439,104,1
1718,171,104,304,65,2
1719,171,65,305,77,1
1720,172,76,111,2,1
1721,172,2,539,123,1
1722,172,123,186,51,1
1723,172,51,359,72,1
1724,172,72,595,118,2
1725,172,118,331,66,4
1726,172,66,536,105,1
1727,172,105,74,9,5
1728,172,9,223,56,1
1729,172,56,80,14,2
1730,173,33,40,7,2
1731,173,7,179,39,1
1732,173,39,465,119,5
1733,173,119,134,26,1
1734,173,26,451,131,1
1735,173,131,553,127,1
1736,173,127,146,43,1
1737,173,43,215,52,1
1738,173,52,410,72,1
1739,173,72,429,89,2
1740,174,142,208,41,1
1741,174,41,257,40,1
1742,174,40,341,81,1
1743,174,81,625,120,2
1744,174,120,336,78,1
1745,174,78,164,42,1
1746,174,42,14,4,3
1747,174,4,381,76,2
1748,174,76,338,69,1
1749,174,69,62,3,3
1750,175,141,442,82,1
1751,175,82,104,38,4
1752,175,38,359,66,2
1753,175,66,418,82,1
1754,175,82,313,78,1
1755,175,78,321,54,1
1756,175,54,657,144,2
1757,175,144,224,37,5
1758,175,37,571,118,1
1759,175,118,139,45,3
1760,176,93,354,74,2
1761,176,74,18,18,1
1762,176,18,597,109,2
1763,176,109,96,53,1
1764,176,53,160,40,1
1765,176,40,685,136,3
1766,176,136,471,88,1
1767,176,88,359,72,3
1768,176,72,87,58,1
1769,176,58,518,81,3
1770,177,23,347,62,2
1771,177,62,736,98,2
1772,177,98,6,20,2
1773,177,20,493,123,1
1774,177,123,75,18,1
1775,177,18,574,128,3
1776,177,128,251,74,1
1777,177,74,171,48,1
1778,177,48,192,17,2
1779,177,17,160,32,1
1780,178,2,355,73,1
1781,178,73,70,16,1
1782,178,16,259,50,1
1783,178,50,416,105,1
1784,178,105,306,73,3
1785,178,73,190,46,4
1786,178,46,623,143,1
1787,178,143,38,7,7
1788,178,7,677,146,1
1789,178,146,521,114,6
1790,179,61,412,86,2
1791,179,86,230,58,1
1792,179,58,297,48,3
1793,179,48,706,154,3
1794,179,154,367,80,1
1795,179,80,257,39,1
1796,179,39,353,71,1
1797,179,71,376,70,1
1798,179,70,40,7,1
1799,179,7,629,129,1
1800,180,95,410,77,1
1801,180,77,546,115,1
1802,180,115,390,82,1
1803,180,82,540,113,2
1804,180,113,674,151,1
1805,180,151,697,151,1
1806,180,151,37,3,2
1807,180,3,411,86,3
1808,180,86,377,89,2
1809,180,89,120,16,1
1810,181,67,483,102,1
1811,181,102,480,90,3
1812,181,90,213,59,1
1813,181,59,263,58,1
1814,181,58,281,57,4
1815,181,57,319,43,1
1816,181,43,63,33,1
1817,181,33,360,73,1
1818,181,73,125,22,1
1819,181,22,63,15,1
1820,182,99,262,45,1
1821,182,45,15,5,2
1822,182,5,484,97,1
1823,182,97,625,128,1
1824,182,128,310,50,1
1825,182,50,230,39,3
1826,182,39,580,134,1
1827,182,134,141,34,3
1828,182,34,44,8,3
1829,182,8,579,123,2
1830,183,121,544,141,1
1831,183,141,571,118,1
1832,183,118,314,68,2
1833,183,68,384,77,1
1834,183,77,734,154,1
1835,183,154,202,70,1
1836,183,70,21,12,2
1837,183,12,704,147,4
1838,183,147,501,115,1
1839,183,115,5,63,4
1840,184,49,291,60,1
1841,184,60,680,134,2
1842,184,134,549,118,5
1843,184,118,41,4,1
1844,184,4,92,33,3
1845,184,33,410,39,1
1846,184,39,513,91,1
1847,184,91,56,14,1
1848,184,14,117,27,2
1849,184,27,297,69,1
1850,185,121,189,21,1
1851,185,21,179,39,1
1852,185,39,91,27,1
1853,185,27,107,14,2
1854,185,14,207,41,2
1855,185,41,577,128,1
1856,185,128,554,121,3
1857,185,121,480,76,1
1858,185,76,54,10,3
1859,185,10,635,144,1
1860,186,100,488,104,1
1861,186,104,430,90,1
1862,186,90,439,97,5
1863,186,97,608,137,2
1864,186,137,377,74,1
1865,186,74,396,80,1
1866,186,80,247,54,2
1867,186,54,151,23,2
1868,186,23,510,97,1
1869,186,97,441,98,1
1870,187,43,221,37,4
1871,187,37,596,116,1
1872,187,116,369,81,1
1873,187,81,584,124,3
1874,187,124,697,132,2
1875,187,132,556,122,1
1876,187,122,191,35,2
1877,187,35,114,15,6
1878,187,15,361,59,2
1879,187,59,743,141,1
1880,188,153,478,96,1
1881,188,96,44,8,1
1882,188,8,110,26,2
1883,188,26,558,130,2
1884,188,130,125,12,1
1885,188,12,128,29,5
1886,188,29,414,73,1
1887,188,73,499,124,1
1888,188,124,344,81,1
1889,188,81,394,84,2
1890,189,141,474,131,4
1891,189,131,36,16,2
1892,189,16,739,154,1
1893,189,154,389,111,1
1894,189,111,305,74,1
1895,189,74,75,18,2
1896,189,18,82,25,1
1897,189,25,254,65,1
1898,189,65,425,99,1
1899,189,99,333,67,1
1900,190,18,5,20,2
1901,190,20,259,41,4
1902,190,41,377,70,1
1903,190,70,287,42,10
1904,190,42,148,22,3
1905,190,22,178,26,2
1906,190,26,734,139,8
1907,190,139,431,90,4
1908,190,90,439,97,2
1909,190,97,275,49,4
1910,191,113,405,76,3
1911,191,76,560,137,2
1912,191,137,371,94,1
1913,191,94,566,107,7
1914,191,107,144,16,1
1915,191,16,166,28,4
1916,191,28,200,38,1
1917,191,38,599,118,4
1918,191,118,189,52,1
1919,191,52,577,120,4
1920,192,70,31,20,2
1921,192,20,241,43,2
1922,192,43,423,95,1
1923,192,95,312,67,1
1924,192,67,640,142,3
1925,192,142,483,109,2
1926,192,109,139,33,2
1927,192,33,291,60,1
1928,192,60,153,29,2
1929,192,29,521,137,1
1930,193,50,545,115,2
1931,193,115,598,101,1
1932,193,101,434,76,1
1933,193,76,422,94,1
1934,193,94,655,133,1
1935,193,133,487,128,1
1936,193,128,484,102,4
1937,193,102,359,85,1
1938,193,85,263,50,1
1939,193,50,716,125,5
1940,194,103,220,53,1
1941,194,53,306,72,2
1942,194,72,594,132,1
1943,194,132,698,143,5
1944,194,143,565,107,1
1945,194,107,156,26,1
1946,194,26,354,74,1
1947,194,74,398,115,3
1948,194,115,327,85,1
1949,194,85,54,31,1
1950,195,113,416,91,3
1951,195,91,526,63,3
1952,195,63,487,104,1
1953,195,104,391,78,1
1954,195,78,606,135,1
1955,195,135,383,85,1
1956,195,85,436,74,1
1957,195,74,552,102,1
1958,195,102,218,55,2
1959,195,55,220,53,1
1960,196,136,53,44,2
1961,196,44,553,119,1
1962,196,119,653,128,2
1963,196,128,131,14,2
1964,196,14,61,3,1
1965,196,3,429,90,2
1966,196,90,11,32,3
1967,196,32,510,120,1
1968,196,120,561,125,5
1969,196,125,304,73,1
1970,197,126,445,92,1
1971,197,92,338,80,1
1972,197,80,600,120,1
1973,197,120,246,54,2
1974,197,54,630,133,7
1975,197,133,145,28,1
1976,197,28,179,31,8
1977,197,31,607,133,3
1978,197,133,397,88,1
1979,197,88,575,119,1
1980,198,129,663,144,1
1981,198,144,246,49,3
1982,198,49,400,56,1
1983,198,56,418,88,6
1984,198,88,659,148,1
1985,198,148,570,132,2
1986,198,132,447,92,1
1987,198,92,152,38,3
1988,198,38,30,11,5
1989,198,11,264,67,1
1990,199,33,309,59,3
1991,199,59,476,115,3
1992,199,115,148,36,3
1993,199,36,548,117,1
1994,199,117,387,77,1
1995,199,77,292,51,1
1996,199,51,148,36,1
1997,199,36,387,59,1
1998,199,59,83,11,1
1999,199,11,726,143,5
2000,200,121,700,146,2
2001,200,146,313,92,2
2002,200,92,42,5,1
2003,200,5,467,79,1
2004,200,79,166,42,2
2005,200,42,371,81,1
2006,200,81,429,62,1
2007,200,62,511,85,1
2008,200,85,276,54,1
2009,200,54,242,69,2
2010,201,74,83,11,2
2011,201,11,508,103,1
2012,201,103,319,95,2
2013,201,95,338,75,2
2014,201,75,312,67,1
2015,201,67,309,59,1
2016,201,59,201,38,1
2017,201,38,87,2,1
2018,201,2,620,132,1
2019,201,132,226,44,1
2020,202,134,594,132,3
2021,202,132,623,127,4
2022,202,127,210,41,1
2023,202,41,703,146,9
2024,202,146,391,82,1
2025,202,82,113,27,2
2026,202,27,396,95,1
2027,202,95,463,77,1
2028,202,77,487,128,3
2029,202,128,322,49,1
2030,203,68,546,115,2
2031,203,115,406,74,2
2032,203,74,611,130,1
2033,203,130,281,58,2
2034,203,58,558,123,1
2035,203,123,292,69,1
2036,203,69,155,25,2
2037,203,25,725,151,2
2038,203,151,118,16,1
2039,203,16,261,50,1
2040,204,103,113,32,3
2041,204,32,493,92,1
2042,204,92,284,73,1
2043,204,73,343,80,2
2044,204,80,382,85,2
2045,204,85,74,18,4
2046,204,18,417,82,1
2047,204,82,416,82,1
2048,204,82,626,128,7
2049,204,128,404,90,2
2050,205,40,47,22,1
2051,205,22,264,52,1
2052,205,52,418,75,4
2053,205,75,330,73,1
2054,205,73,421,88,5
2055,205,88,587,125,2
2056,205,125,704,147,1
2057,205,147,150,36,2
2058,205,36,722,138,2
2059,205,138,657,148,1
2060,206,67,141,15,3
2061,206,15,711,144,2
2062,206,144,722,153,2
2063,206,153,304,58,1
2064,206,58,667,142,1
2065,206,142,478,89,7
2066,206,89,364,75,6
2067,206,75,69,5,4
2068,206,5,605,133,1
2069,206,133,261,50,1
2070,207,26,612,131,1
2071,207,131,683,122,2
2072,207,122,410,86,1
2073,207,86,258,41,3
2074,207,41,178,20,2
2075,207,20,456,89,2
2076,207,89,279,76,1
2077,207,76,512,98,5
2078,207,98,521,113,2
2079,207,113,288,59,1
2080,208,8,171,18,5
2081,208,18,39,3,1
2082,208,3,232,31,2
2083,208,31,503,89,1
2084,208,89,676,143,4
2085,208,143,230,39,3
2086,208,39,304,58,1
2087,208,58,190,28,4
2088,208,28,331,59,1
2089,208,59,310,66,1
2090,209,72,288,67,1
2091,209,67,417,79,1
2092,209,79,262,50,3
2093,209,50,374,89,5
2094,209,89,344,53,2
2095,209,53,360,73,1
2096,209,73,345,95,1
2097,209,95,723,151,6
2098,209,151,672,151,1
2099,209,151,61,2,4
2100,210,59,733,147,2
2101,210,147,367,80,1
2102,210,80,632,135,2
2103,210,135,331,59,1
2104,210,59,295,53,2
2105,210,53,672,118,2
2106,210,118,722,153,1
2107,210,153,270,43,4
2108,210,43,708,148,4
2109,210,148,162,33,5
2110,211,60,40,7,2
2111,211,7,359,73,4
2112,211,73,509,103,2
2113,211,103,246,49,2
2114,211,49,499,91,1
2115,211,91,642,132,2
2116,211,132,511,104,1
2117,211,104,325,70,2
2118,211,70,478,89,2
2119,211,89,90,27,1
2120,212,101,327,76,1
2121,212,76,418,82,1
2122,212,82,416,78,1
2123,212,78,241,46,2
2124,212,46,294,61,1
2125,212,61,699,150,3
2126,212,150,351,71,3
2127,212,71,264,51,2
2128,212,51,411,72,3
2129,212,72,187,34,1
2130,213,20,341,53,2
2131,213,53,495,84,1
2132,213,84,668,150,1
2133,213,150,698,151,2
2134,213,151,550,102,1
2135,213,102,95,16,1
2136,213,16,538,105,3
2137,213,105,581,123,2
2138,213,123,367,91,2
2139,213,91,240,45,1
2140,214,32,345,80,1
2141,214,80,437,86,2
2142,214,86,731,143,1
2143,214,143,437,120,1
2144,214,120,59,39,1
2145,214,39,8,3,1
2146,214,3,653,147,1
2147,214,147,647,150,2
2148,214,150,305,74,4
2149,214,74,672,143,8
2150,215,51,329,58,1
2151,215,58,488,98,1
2152,215,98,154,38,1
2153,215,38,672,108,1
2154,215,108,606,136,4
2155,215,136,696,138,2
2156,215,138,442,82,1
2157,215,82,140,15,1
2158,215,15,465,104,6
2159,215,104,184,27,6
2160,216,143,405,85,1
2161,216,85,315,55,1
2162,216,55,63,4,1
2163,216,4,622,77,1
2164,216,77,535,98,2
2165,216,98,609,113,1
2166,216,113,586,124,5
2167,216,124,418,79,1
2168,216,79,586,144,1
2169,216,144,182,38,2
2170,217,139,72,16,1
2171,217,16,562,136,3
2172,217,136,549,117,5
2173,217,117,101,13,2
2174,217,13,22,12,2
2175,217,12,425,99,1
2176,217,99,113,15,1
2177,217,15,141,34,2
2178,217,34,209,41,1
2179,217,41,692,150,2
2180,218,16,339,61,1
