trip_id,vehicle_id,start_parking_O,destination_I,ending_parking_E,success_attempt_number
4327,432,42,428,71,1
4328,432,71,428,89,1
4329,432,89,218,46,1
4330,433,36,329,71,1
4331,433,71,469,67,1
4332,433,67,90,15,1
4333,433,15,609,113,1
4334,433,113,454,115,1
4335,433,115,195,48,1
4336,433,48,697,151,1
4337,433,151,442,82,1
4338,433,82,466,105,1
4339,433,105,395,80,1
4340,434,138,255,65,1
4341,434,65,496,112,3
4342,434,112,280,57,4
4343,434,57,327,71,1
4344,434,71,431,90,1
4345,434,90,613,115,2
4346,434,115,467,82,3
4347,434,82,135,41,1
4348,434,41,536,104,1
4349,434,104,9,2,1
4350,435,59,252,44,8
4351,435,44,206,39,1
4352,435,39,486,104,2
4353,435,104,321,54,2
4354,435,54,706,147,1
4355,435,147,261,50,1
4356,435,50,335,67,1
4357,435,67,130,38,6
4358,435,38,598,127,2
4359,435,127,714,140,2
4360,436,11,95,12,1
4361,436,12,468,79,3
4362,436,79,528,100,1
4363,436,100,209,41,2
4364,436,41,214,51,5
4365,436,51,662,137,1
4366,436,137,511,103,3
4367,436,103,453,89,4
4368,436,89,386,77,1
4369,436,77,301,56,1
4370,437,49,397,81,4
4371,437,81,25,6,2
4372,437,6,25,0,2
4373,437,0,44,8,6
4374,437,8,12,33,4
4375,437,33,360,73,1
4376,437,73,571,101,1
4377,437,101,611,130,1
4378,437,130,335,68,1
4379,437,68,366,69,3
4380,438,98,545,115,2
4381,438,115,98,22,4
4382,438,22,254,65,1
4383,438,65,176,38,1
4384,438,38,370,80,1
4385,438,80,673,151,1
4386,438,151,270,53,2
4387,438,53,33,2,1
4388,438,2,168,35,3
4389,438,35,162,32,3
4390,439,133,70,4,4
4391,439,4,664,130,3
4392,439,130,620,118,3
4393,439,118,394,53,1
4394,439,53,351,70,2
4395,439,70,204,44,1
4396,439,44,458,85,1
4397,439,85,361,78,1
4398,439,78,227,31,2
4399,439,31,259,59,1
4400,440,53,111,11,7
4401,440,11,672,117,1
4402,440,117,349,70,1
4403,440,70,602,128,3
4404,440,128,263,66,2
4405,440,66,439,105,4
4406,440,105,250,54,5
4407,440,54,259,59,6
4408,440,59,610,137,2
4409,440,137,391,82,1
4410,441,146,514,106,2
4411,441,106,573,127,2
4412,441,127,680,147,5
4413,441,147,700,151,2
4414,441,151,572,132,1
4415,441,132,593,132,1
4416,441,132,682,134,5
4417,441,134,88,3,4
4418,441,3,147,28,1
4419,441,28,376,37,3
4420,442,73,517,112,1
4421,442,112,550,110,5
4422,442,110,393,79,1
4423,442,79,99,18,1
4424,442,18,545,115,1
4425,442,115,561,124,5
4426,442,124,689,141,3
4427,442,141,505,101,1
4428,442,101,682,148,3
4429,442,148,581,134,2
4430,443,97,557,123,1
4431,443,123,480,101,1
4432,443,101,38,2,2
4433,443,2,552,127,1
4434,443,127,287,50,2
4435,443,50,552,110,2
4436,443,110,419,79,1
4437,443,79,433,71,1
4438,443,71,487,98,1
4439,443,98,328,74,3
4440,444,133,616,138,1
4441,444,138,79,13,2
4442,444,13,310,50,1
4443,444,50,84,20,3
4444,444,20,593,132,3
4445,444,132,510,120,2
4446,444,120,49,8,2
4447,444,8,153,26,1
4448,444,26,737,154,6
4449,444,154,209,45,1
4450,445,105,190,69,1
4451,445,69,440,86,1
4452,445,86,346,29,2
4453,445,29,42,5,3
4454,445,5,277,39,2
4455,445,39,524,101,1
4456,445,101,128,13,1
4457,445,13,223,49,1
4458,445,49,300,63,1
4459,445,63,534,98,1
4460,446,28,65,15,4
4461,446,15,409,102,1
4462,446,102,233,41,1
4463,446,41,351,74,1
4464,446,74,730,152,3
4465,446,152,115,27,3
4466,446,27,23,9,4
4467,446,9,643,138,1
4468,446,138,488,104,1
4469,446,104,719,153,2
4470,447,4,283,6,1
4471,447,6,213,34,3
4472,447,34,596,151,1
4473,447,151,505,132,1
4474,447,132,705,152,1
4475,447,152,425,99,3
4476,447,99,282,63,3
4477,447,63,390,66,2
4478,447,66,376,76,1
4479,447,76,21,36,3
4480,448,77,135,31,1
4481,448,31,240,53,2
4482,448,53,488,104,1
4483,448,104,470,98,1
4484,448,98,568,132,1
4485,448,132,144,16,1
4486,448,16,23,9,2
4487,448,9,559,105,2
4488,448,105,387,79,1
4489,448,79,262,45,2
4490,449,15,656,152,2
4491,449,152,446,78,1
4492,449,78,312,79,1
4493,449,79,155,30,1
4494,449,30,310,45,1
4495,449,45,105,38,1
4496,449,38,103,25,1
4497,449,25,233,44,1
4498,449,44,599,119,1
4499,449,119,184,50,1
4500,450,107,614,150,1
4501,450,150,119,34,2
4502,450,34,350,63,1
4503,450,63,548,126,3
4504,450,126,708,154,1
4505,450,154,17,5,2
4506,450,5,369,46,1
4507,450,46,408,85,4
4508,450,85,485,103,5
4509,450,103,444,82,2
4510,451,145,256,39,1
4511,451,39,156,30,1
4512,451,30,92,15,2
4513,451,15,122,35,9
4514,451,35,523,99,4
4515,451,99,704,147,4
4516,451,147,626,152,6
4517,451,152,631,135,1
4518,451,135,439,66,3
4519,451,66,448,94,1
4520,452,81,567,132,1
4521,452,132,390,45,2
4522,452,45,599,126,2
4523,452,126,697,143,2
4524,452,143,638,127,2
4525,452,127,410,76,3
4526,452,76,738,135,1
4527,452,135,378,65,1
4528,452,65,160,31,1
4529,452,31,30,3,1
4530,453,99,288,27,1
4531,453,27,631,133,1
4532,453,133,362,75,1
4533,453,75,446,91,3
4534,453,91,331,68,1
4535,453,68,218,46,1
4536,453,46,165,16,3
4537,453,16,303,64,1
4538,453,64,264,51,1
4539,453,51,516,93,3
4540,454,23,456,89,2
4541,454,89,200,29,1
4542,454,29,482,101,1
4543,454,101,282,58,3
4544,454,58,458,85,1
4545,454,85,614,142,3
4546,454,142,68,16,2
4547,454,16,106,14,1
4548,454,14,417,82,1
4549,454,82,543,130,4
4550,455,107,627,147,2
4551,455,147,481,101,1
4552,455,101,626,128,1
4553,455,128,364,78,1
4554,455,78,5,11,1
4555,455,11,296,53,3
4556,455,53,59,2,3
4557,455,2,321,56,1
4558,455,56,330,72,2
4559,455,72,400,99,1
4560,456,127,436,97,3
4561,456,97,131,14,1
4562,456,14,533,109,3
4563,456,109,535,129,2
4564,456,129,408,85,1
4565,456,85,367,80,3
4566,456,80,636,140,2
4567,456,140,233,41,1
4568,456,41,471,94,1
4569,456,94,460,86,1
4570,457,115,351,70,2
4571,457,70,407,71,2
4572,457,71,607,125,5
4573,457,125,190,43,1
4574,457,43,258,59,2
4575,457,59,521,94,2
4576,457,94,27,1,1
4577,457,1,114,27,1
4578,457,27,433,74,1
4579,457,74,272,53,1
4580,458,56,310,73,1
4581,458,73,253,44,1
4582,458,44,477,96,2
4583,458,96,648,143,1
4584,458,143,519,88,2
4585,458,88,637,130,7
4586,458,130,465,104,1
4587,458,104,162,33,1
4588,458,33,733,147,2
4589,458,147,628,139,6
4590,459,129,578,129,2
4591,459,129,369,81,1
4592,459,81,411,72,1
4593,459,72,576,120,2
4594,459,120,55,14,1
4595,459,14,464,104,2
4596,459,104,96,28,1
4597,459,28,705,147,1
4598,459,147,348,70,1
4599,459,70,740,144,1
4600,460,65,433,89,1
4601,460,89,256,65,1
4602,460,65,323,70,1
4603,460,70,88,3,1
4604,460,3,728,152,3
4605,460,152,533,120,1
4606,460,120,360,59,1
4607,460,59,280,65,4
4608,460,65,104,30,1
4609,460,30,334,59,1
4610,461,27,670,145,1
4611,461,145,351,70,1
4612,461,70,52,10,1
4613,461,10,434,85,2
4614,461,85,211,50,1
4615,461,50,306,72,2
4616,461,72,559,135,1
4617,461,135,240,52,3
4618,461,52,428,89,1
4619,461,89,36,3,1
4620,462,58,675,109,3
4621,462,109,241,61,2
4622,462,61,257,40,1
4623,462,40,132,26,1
4624,462,26,695,150,1
4625,462,150,483,109,3
4626,462,109,203,44,1
4627,462,44,53,30,2
4628,462,30,234,50,2
4629,462,50,116,15,1
4630,463,60,577,129,4
4631,463,129,198,29,3
4632,463,29,688,137,1
4633,463,137,435,72,3
4634,463,72,698,151,1
4635,463,151,539,111,1
4636,463,111,45,12,3
4637,463,12,419,81,1
4638,463,81,527,89,4
4639,463,89,228,44,1
4640,464,31,486,97,1
4641,464,97,255,58,1
4642,464,58,516,106,1
4643,464,106,531,97,3
4644,464,97,258,73,3
4645,464,73,572,109,2
4646,464,109,370,81,1
4647,464,81,704,147,1
4648,464,147,34,2,1
4649,464,2,449,95,1
4650,465,134,736,154,1
4651,465,154,190,36,9
4652,465,36,564,99,1
4653,465,99,50,10,1
4654,465,10,392,68,1
4655,465,68,90,41,1
4656,465,41,366,75,2
4657,465,75,731,152,2
4658,465,152,381,76,1
4659,465,76,200,38,1
4660,466,45,37,27,4
4661,466,27,202,44,2
4662,466,44,209,40,4
4663,466,40,702,146,2
4664,466,146,363,83,2
4665,466,83,493,123,1
4666,466,123,675,110,1
4667,466,110,324,62,1
4668,466,62,308,73,1
4669,466,73,119,28,6
4670,467,145,461,119,2
4671,467,119,642,118,1
4672,467,118,700,146,2
4673,467,146,297,47,2
4674,467,47,290,52,2
4675,467,52,308,66,2
4676,467,66,301,62,1
4677,467,62,515,91,1
4678,467,91,21,22,5
4679,467,22,52,24,3
4680,468,23,180,57,1
4681,468,57,234,57,1
4682,468,57,686,144,2
4683,468,144,606,134,1
4684,468,134,510,135,2
4685,468,135,363,75,4
4686,468,75,405,97,3
4687,468,97,412,89,2
4688,468,89,265,59,1
4689,468,59,158,58,1
4690,469,80,463,97,2
4691,469,97,573,118,8
4692,469,118,312,50,1
4693,469,50,326,74,1
4694,469,74,224,63,2
4695,469,63,670,150,1
4696,469,150,392,80,2
4697,469,80,113,41,2
4698,469,41,709,134,4
4699,469,134,231,40,1
4700,470,28,67,4,7
4701,470,4,181,26,2
4702,470,26,392,60,1
4703,470,60,467,98,2
4704,470,98,229,58,2
4705,470,58,37,3,4
4706,470,3,8,2,1
4707,470,2,400,99,2
4708,470,99,98,22,1
4709,470,22,617,132,1
4710,471,1,370,113,3
4711,471,113,288,98,2
4712,471,98,220,53,1
4713,471,53,281,64,14
4714,471,64,434,77,1
4715,471,77,395,114,8
4716,471,114,355,58,1
4717,471,58,354,65,1
4718,471,65,64,27,5
4719,471,27,220,48,1
4720,472,42,714,140,2
4721,472,140,510,111,1
4722,472,111,596,110,1
4723,472,110,125,18,5
4724,472,18,315,36,1
4725,472,36,496,84,1
4726,472,84,658,135,1
4727,472,135,122,28,1
4728,472,28,530,109,1
4729,472,109,45,17,2
4730,473,111,378,70,1
4731,473,70,694,150,1
4732,473,150,193,47,1
4733,473,47,422,88,1
4734,473,88,74,12,2
4735,473,12,158,20,1
4736,473,20,347,62,1
4737,473,62,287,59,5
4738,473,59,86,11,1
4739,473,11,12,7,1
4740,474,62,436,86,1
4741,474,86,217,46,2
4742,474,46,676,147,2
4743,474,147,703,146,1
4744,474,146,405,44,1
4745,474,44,651,119,1
4746,474,119,446,83,7
4747,474,83,646,143,5
4748,474,143,306,65,1
4749,474,65,648,120,1
4750,475,124,437,86,1
4751,475,86,455,89,4
4752,475,89,0,0,1
4753,475,0,278,63,4
4754,475,63,415,86,1
4755,475,86,584,136,1
4756,475,136,135,41,1
4757,475,41,333,51,2
4758,475,51,376,62,1
4759,475,62,412,86,2
4760,476,6,419,68,1
4761,476,68,557,123,1
4762,476,123,555,129,1
4763,476,129,6,2,2
4764,476,2,728,152,2
4765,476,152,267,55,2
4766,476,55,484,103,1
4767,476,103,171,22,3
4768,476,22,74,12,1
4769,476,12,182,26,4
4770,477,92,424,114,1
4771,477,114,617,132,1
4772,477,132,227,58,2
4773,477,58,358,97,2
4774,477,97,392,78,1
4775,477,78,735,154,2
4776,477,154,498,125,5
4777,477,125,702,152,1
4778,477,152,142,5,4
4779,477,5,310,66,1
4780,478,59,319,43,2
4781,478,43,69,5,2
4782,478,5,540,92,1
4783,478,92,486,120,3
4784,478,120,129,38,1
4785,478,38,365,82,1
4786,478,82,433,103,1
4787,478,103,742,144,13
4788,478,144,229,65,1
4789,478,65,391,98,1
4790,479,134,538,123,2
4791,479,123,671,138,1
4792,479,138,328,74,1
4793,479,74,302,65,1
4794,479,65,266,52,2
4795,479,52,662,141,3
4796,479,141,718,150,2
4797,479,150,470,106,2
4798,479,106,447,87,1
4799,479,87,359,50,1
4800,480,38,111,11,1
4801,480,11,418,79,2
4802,480,79,694,145,1
4803,480,145,268,61,2
4804,480,61,520,114,1
4805,480,114,169,35,1
4806,480,35,533,128,1
4807,480,128,706,154,3
4808,480,154,254,57,2
4809,480,57,701,151,2
4810,481,96,208,40,1
4811,481,40,464,121,4
4812,481,121,213,45,2
4813,481,45,161,32,1
4814,481,32,427,117,4
4815,481,117,316,69,1
4816,481,69,335,59,1
4817,481,59,523,99,1
4818,481,99,602,121,1
4819,481,121,315,69,1
4820,482,111,391,78,1
4821,482,78,550,103,1
4822,482,103,201,38,1
4823,482,38,441,98,2
4824,482,98,340,81,2
4825,482,81,111,41,1
4826,482,41,594,126,3
4827,482,126,653,147,1
4828,482,147,471,93,2
4829,482,93,79,10,2
4830,483,96,405,90,1
4831,483,90,604,147,1
4832,483,147,552,119,5
4833,483,119,285,72,2
4834,483,72,724,153,1
4835,483,153,465,97,2
4836,483,97,256,77,1
4837,483,77,464,103,1
4838,483,103,4,20,1
4839,483,20,572,102,1
4840,484,67,486,120,1
4841,484,120,436,85,4
4842,484,85,304,65,1
4843,484,65,103,13,1
4844,484,13,382,76,1
4845,484,76,662,144,2
4846,484,144,657,134,1
4847,484,134,670,151,4
4848,484,151,91,27,1
4849,484,27,543,130,2
4850,485,130,249,56,1
4851,485,56,600,139,2
4852,485,139,624,143,1
4853,485,143,501,142,1
4854,485,142,145,28,1
4855,485,28,360,73,2
4856,485,73,469,82,1
4857,485,82,477,96,2
4858,485,96,364,67,4
4859,485,67,506,101,1
4860,486,46,44,4,1
4861,486,4,425,89,1
4862,486,89,143,28,1
4863,486,28,187,34,2
4864,486,34,231,50,1
4865,486,50,434,85,1
4866,486,85,316,88,1
4867,486,88,503,89,3
4868,486,89,283,72,1
4869,486,72,425,99,4
4870,487,141,521,114,4
4871,487,114,730,152,1
4872,487,152,654,129,1
4873,487,129,446,94,1
4874,487,94,395,94,1
4875,487,94,382,76,1
4876,487,76,11,3,1
4877,487,3,490,98,1
4878,487,98,426,107,1
4879,487,107,638,142,1
4880,488,42,355,74,2
4881,488,74,629,134,1
4882,488,134,333,58,3
4883,488,58,577,128,2
4884,488,128,534,121,1
4885,488,121,313,68,1
4886,488,68,572,118,1
4887,488,118,228,71,2
4888,488,71,727,151,3
4889,488,151,312,66,1
4890,489,47,259,41,1
4891,489,41,285,73,5
4892,489,73,233,73,3
4893,489,73,154,30,1
4894,489,30,6,2,4
4895,489,2,512,105,3
4896,489,105,350,70,2
4897,489,70,629,134,1
4898,489,134,329,58,1
4899,489,58,214,51,1
4900,490,133,49,12,2
4901,490,12,634,144,3
4902,490,144,59,11,3
4903,490,11,479,102,1
4904,490,102,733,147,3
4905,490,147,534,102,1
4906,490,102,491,82,1
4907,490,82,292,61,2
4908,490,61,332,68,1
4909,490,68,407,85,1
4910,491,116,418,82,1
4911,491,82,371,81,2
4912,491,81,317,53,1
4913,491,53,98,17,3
4914,491,17,226,39,1
4915,491,39,727,151,1
4916,491,151,446,88,2
4917,491,88,532,103,1
4918,491,103,13,15,2
4919,491,15,717,153,3
4920,492,70,461,77,2
4921,492,77,232,32,4
4922,492,32,149,36,2
4923,492,36,553,103,1
4924,492,103,594,132,5
4925,492,132,670,138,2
4926,492,138,314,81,1
4927,492,81,247,37,3
4928,492,37,394,83,1
4929,492,83,260,50,1
4930,493,40,237,60,2
4931,493,60,57,15,1
4932,493,15,649,143,1
4933,493,143,677,119,1
4934,493,119,348,70,1
4935,493,70,560,137,3
4936,493,137,263,60,1
4937,493,60,540,106,1
4938,493,106,430,70,3
4939,493,70,44,5,1
4940,494,108,115,33,1
4941,494,33,708,134,1
4942,494,134,548,96,4
4943,494,96,536,111,1
4944,494,111,270,53,1
4945,494,53,598,132,9
4946,494,132,209,41,2
4947,494,41,72,8,1
4948,494,8,252,64,1
4949,494,64,679,121,1
4950,495,154,354,85,1
4951,495,85,440,86,1
4952,495,86,225,30,2
4953,495,30,423,95,2
4954,495,95,472,94,1
4955,495,94,701,147,1
4956,495,147,434,86,1
4957,495,86,220,48,3
4958,495,48,556,123,10
4959,495,123,291,69,1
4960,496,86,411,86,1
4961,496,86,183,32,1
4962,496,32,282,59,1
4963,496,59,259,41,3
4964,496,41,111,40,1
4965,496,40,423,84,1
4966,496,84,138,33,3
4967,496,33,322,70,2
4968,496,70,359,77,4
4969,496,77,164,42,1
4970,497,115,358,73,1
4971,497,73,449,95,3
4972,497,95,287,59,4
4973,497,59,438,104,2
4974,497,104,641,138,1
4975,497,138,540,112,1
4976,497,112,687,144,1
4977,497,144,127,13,1
4978,497,13,335,66,1
4979,497,66,149,36,1
4980,498,21,676,151,3
4981,498,151,51,11,1
4982,498,11,75,12,3
4983,498,12,351,74,2
4984,498,74,348,62,1
4985,498,62,380,76,1
4986,498,76,5,1,1
4987,498,1,135,2,1
4988,498,2,744,114,6
4989,498,114,486,86,2
4990,499,81,342,81,2
4991,499,81,465,98,2
4992,499,98,496,94,1
4993,499,94,32,11,5
4994,499,11,207,40,1
4995,499,40,739,136,5
4996,499,136,673,151,1
4997,499,151,537,111,2
4998,499,111,362,104,1
4999,499,104,454,89,1
